name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2025-04-25,15.5,8.8,11.1,15.5,4.9,10.5,5.5,69.2,5.5,100,12.5,rain,0,0,55.4,33.1,19,1016.6,95.2,15.4,70.8,6.2,4,10,2025-04-25T05:54:36,2025-04-25T19:43:05,0.93,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-26,12,7.5,9.4,12,4.2,7.2,1.9,60.3,1.083,100,4.17,rain,0,0,51.8,33.1,24.8,1025,83.9,16,109.5,9.5,9,10,2025-04-26T05:53:10,2025-04-26T19:44:11,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-27,21,4.2,12.6,21,4.2,12.4,2.8,53.7,0,0,0,,0,0,38.9,23.2,139.5,1024.7,23.5,16,143.8,12.5,8,10,2025-04-27T05:51:46,2025-04-27T19:45:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-28,29.2,12.8,20.8,28.9,12.8,20.8,9.1,47.4,0,0,0,,0,0,68.6,39.4,184.4,1015.3,55.9,16,116.5,10.2,7,30,2025-04-28T05:50:22,2025-04-28T19:46:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-29,25.5,11.5,20.4,25.5,11.5,20.4,10.4,53.2,0,0,0,,0,0,65.7,43,246.9,1011.9,79.1,16,97,8.1,4,30,2025-04-29T05:49:00,2025-04-29T19:47:28,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-30,15.6,8.3,12.4,15.6,6.4,12.1,5.4,62.7,0.231,100,4.17,rain,0,0,35.3,22.8,87.6,1018.5,67.3,16,84.3,7.2,4,10,2025-04-30T05:47:39,2025-04-30T19:48:34,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-01,21.2,11.4,15.9,21.2,11.4,15.9,12,78.6,7.437,100,45.83,rain,0,0,58.8,37.9,252.1,1006,94.4,14,39,3.2,2,10,2025-05-01T05:46:20,2025-05-01T19:49:39,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-02,15.6,8.2,11.3,15.6,5.6,10.4,6.7,73.8,0.243,100,4.17,rain,0,0,35.3,18.8,62.4,1010.8,96.4,14.3,46.3,3.9,2,10,2025-05-02T05:45:01,2025-05-02T19:50:44,0.16,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-03,11.8,7.7,9.8,11.8,4.2,8.2,3.7,66.3,0,0,0,,0,0,48.6,31.7,24.5,1014.9,78.3,16,109.5,9.3,5,10,2025-05-03T05:43:44,2025-05-03T19:51:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-04,13.7,8.1,9.8,13.7,4.9,8,3.7,67,2.519,100,20.83,rain,0,0,49.6,30.9,19.3,1014.9,92.5,15.6,55.1,4.8,2,10,2025-05-04T05:42:28,2025-05-04T19:52:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-05,15.8,8.5,11.6,15.8,5.7,10.5,7.8,78.2,1.055,100,12.5,rain,0,0,44.6,30.7,48.3,1015.7,85.3,14.9,57.5,5,3,10,2025-05-05T05:41:13,2025-05-05T19:53:59,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-06,24.8,7.9,16.6,24.8,6.3,16.3,8.2,61.4,0,0,0,,0,0,41.9,25.6,310.4,1015.8,57.4,15.5,109.5,9.6,7,10,2025-05-06T05:40:00,2025-05-06T19:55:03,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-07,22.2,9.5,15.1,22.2,6.4,15,7.3,60.5,0,0,0,,0,0,55.4,29.4,31.4,1017.6,76.3,16,98.1,8.5,5,10,2025-05-07T05:38:48,2025-05-07T19:56:07,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-08,14.7,7.6,11,14.7,5.2,9.6,3,58.6,0,0,0,,0,0,52.7,36.6,31,1021.5,57.9,16,109.6,9.3,8,10,2025-05-08T05:37:37,2025-05-08T19:57:11,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-09,18,4.2,11.9,18,3.1,11.3,-2.1,43,0,0,0,,0,0,29.2,16.1,46.1,1023.1,39.9,15.9,171.8,14.7,9,10,2025-05-09T05:36:28,2025-05-09T19:58:14,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-10,22.8,9.7,13.8,22.8,7.3,13.7,-0.6,37.8,0,0,0,,0,0,53.8,38.5,16.8,1023.1,25.8,16,124.1,10.6,8,10,2025-05-10T05:35:21,2025-05-10T19:59:17,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-11,21.9,7.5,14.7,21.9,5.5,14.2,4,50.6,0,0,0,,0,0,37.1,17.9,47.3,1024.4,14.6,16,165.9,14.4,9,10,2025-05-11T05:34:15,2025-05-11T20:00:20,0.47,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-12,26.2,11.5,18.6,26.2,11.5,18.6,7.7,50.9,0.231,100,4.17,rain,0,0,28.1,18.3,68.1,1016,66.3,16,131.8,11.4,9,10,2025-05-12T05:33:10,2025-05-12T20:01:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-13,25.4,16.6,20.5,25.4,16.6,20.5,14.9,71.3,0.014,100,4.17,rain,0,0,28.1,22,88.9,1009.4,82.7,15.9,99.4,8.7,5,10,2025-05-13T05:32:07,2025-05-13T20:02:24,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-14,25.7,15.9,19.8,25.7,15.9,19.8,14.4,71.9,0,0,0,,0,0,31.7,21.2,75.7,1006.6,74.5,14.5,131.4,11.1,8,10,2025-05-14T05:31:06,2025-05-14T20:03:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-15,34.8,16.4,25.1,36,16.4,25.6,15.9,59.8,1.965,100,4.17,rain,0,0,71.4,42.6,185.1,1000.4,49.4,15.8,98.3,8.4,5,75,2025-05-15T05:30:07,2025-05-15T20:04:25,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-16,30.9,18.5,24.7,29,18.5,24.1,8.3,37.6,0,0,0,,0,0,85.2,52.5,212.4,998.7,35.3,14.8,159.7,13.7,9,30,2025-05-16T05:29:09,2025-05-16T20:05:26,0.64,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-17,21.2,12.7,17.1,21.2,12.7,17.1,6,48.7,0,0,0,,0,0,62,37.3,274.5,1003,91.3,16,60.2,5,4,10,2025-05-17T05:28:12,2025-05-17T20:06:25,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-18,16.7,9,13.3,16.7,6.2,13,6.4,63.2,0,0,0,,0,0,35.6,20.3,32.7,1014.2,52.2,16,72.8,6.3,2,10,2025-05-18T05:27:18,2025-05-18T20:07:24,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-19,13.5,7.5,9.8,13.5,3.8,8.3,4.6,69.9,0,0,0,,0,0,45,26.4,36.6,1017.6,88.8,16,73.3,6.4,4,10,2025-05-19T05:26:25,2025-05-19T20:08:22,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-20,14.1,9.8,12.6,14.1,6.4,12.5,9.5,81.8,13.577,100,70.83,rain,0,0,59.7,39.2,97.4,1007.4,99.6,12.7,13.9,1.2,0,10,2025-05-20T05:25:34,2025-05-20T20:09:19,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-21,11.9,9.8,10.7,11.9,7.4,10.3,8.9,88.7,1.646,100,41.67,rain,0,0,38.9,20,338.2,1006.7,100,8.9,17.1,1.6,1,10,2025-05-21T05:24:45,2025-05-21T20:10:16,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-22,13.2,9.2,11,13.2,7,10.3,5.5,69.6,0,0,0,,0,0,40.3,21.3,350.9,1014.5,90.6,15.8,43.3,3.7,2,10,2025-05-22T05:23:57,2025-05-22T20:11:12,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-23,16.5,7,11.4,16.5,7,11.3,4.2,62.8,0,0,0,,0,0,37.1,21.8,73,1018.5,40.8,16,140.7,12,9,10,2025-05-23T05:23:12,2025-05-23T20:12:07,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-24,17.8,8.4,13.2,17.8,7.9,13.2,5,58.8,0,0,0,,0,0,34.6,21.4,79.2,1022.9,69.3,16,127.4,11.2,9,10,2025-05-24T05:22:28,2025-05-24T20:13:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-25,18.8,11.6,14.3,18.8,11.6,14.3,5.4,56.9,1.133,100,16.67,rain,0,0,29.5,20.6,71.1,1025.3,74.8,16,86,7.5,9,10,2025-05-25T05:21:47,2025-05-25T20:13:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-26,19.1,8.4,14.1,19.1,8.2,14,5.3,56.6,0,0,0,,0,0,33.5,26.4,33.4,1025.2,67.1,16,141,12.3,6,10,2025-05-26T05:21:07,2025-05-26T20:14:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-27,19.3,12.6,16.1,19.3,12.6,16.1,7,55.4,0,0,0,,0,0,32.4,21.3,39.3,1021.3,90.5,16,75.5,6.5,5,10,2025-05-27T05:20:29,2025-05-27T20:15:38,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-28,16.9,13.2,14.8,16.9,13.2,14.8,10.2,74.2,10.077,100,25,rain,0,0,30.6,17.6,23,1017.6,96.9,14.6,43.7,3.8,2,10,2025-05-28T05:19:53,2025-05-28T20:16:28,0.05,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-05-29,21.6,12.1,17,21.6,12.1,17,10,66.4,0,0,0,,0,0,25.9,16.8,276.5,1016.7,86,14.1,100.7,8.7,6,10,2025-05-29T05:19:19,2025-05-29T20:17:17,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-30,23.1,12.6,19,23.1,12.6,19,9.2,55.3,0,0,0,,0,0,42.8,25.9,306.7,1009.1,62.7,15.8,101.6,9,7,10,2025-05-30T05:18:47,2025-05-30T20:18:05,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-05-31,18.2,11.5,14.6,18.2,11.5,14.6,3.4,48.6,0,0,0,,0,0,34.9,23.2,35.2,1009.6,45.7,16,134.4,11.8,8,10,2025-05-31T05:18:17,2025-05-31T20:18:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-01,18.7,9,14.5,18.7,8.5,14.5,1,42,0,0,0,,0,0,27.4,18.7,79.3,1013.4,28.3,16,138.5,12,8,10,2025-06-01T05:17:49,2025-06-01T20:19:37,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-02,29.2,10.5,20.9,27.7,10.5,20.5,3.7,33.9,0,0,0,,0,0,37.1,21.2,206.4,1014.4,65.8,16,112.6,9.7,5,10,2025-06-02T05:17:23,2025-06-02T20:20:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-03,31.4,20.9,26.1,30.9,20.9,26,13.7,47,0.613,100,8.33,rain,0,0,70.6,44.5,201.9,1010,81.9,16,108.3,9.3,7,10,2025-06-03T05:16:59,2025-06-03T20:21:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-04,24.3,14.9,18.1,24.3,14.9,18.1,15,82.2,19.279,100,54.17,rain,0,0,55.1,24.4,13.3,1014.6,97.2,10.9,25.8,2,1,10,2025-06-04T05:16:38,2025-06-04T20:21:45,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-05,21.8,13.1,17.9,21.8,13.1,17.9,11.9,69.3,0,0,0,,0,0,47.3,28.2,36.6,1017.5,76.1,9.3,126.9,11.2,8,10,2025-06-05T05:16:18,2025-06-05T20:22:25,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-06,24.9,16,20.2,24.9,16,20.2,8.3,47.6,0,0,0,,0,0,38.9,21.4,36.7,1014.3,73.4,14,132.7,11.5,8,10,2025-06-06T05:16:00,2025-06-06T20:23:04,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-07,24.8,14.5,19.8,24.8,14.5,19.8,10.6,55.8,0,0,0,,0,0,25.9,21.6,55.4,1011.2,64.9,15.4,90.4,7.9,5,10,2025-06-07T05:15:45,2025-06-07T20:23:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-08,27.3,16,20.2,27.4,16,20.2,14.1,69.1,13.652,100,29.17,rain,0,0,49.1,29.7,243.5,1006.3,62.6,14.3,133.5,11.5,8,10,2025-06-08T05:15:31,2025-06-08T20:24:16,0.41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-09,22.7,13.7,18.1,22.7,13.7,18.1,9.8,60.6,0,0,0,,0,0,52.6,31.2,248.4,1005.3,43,15.9,78.7,6.6,5,10,2025-06-09T05:15:20,2025-06-09T20:24:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-10,26,13.4,19.9,26,13.4,19.9,9.6,53.4,0,0,0,,0,0,43.4,28.2,262.2,1011.6,45.4,16,119.2,10.3,5,10,2025-06-10T05:15:10,2025-06-10T20:25:23,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-11,33,18.3,25.7,32,18.3,25.4,13.2,48.3,0,0,0,,0,0,47.3,30,231.5,1015,49.5,16,113,9.8,8,10,2025-06-11T05:15:03,2025-06-11T20:25:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-12,27,18.1,22.9,27.4,18.1,23,13.9,57.1,0,0,0,,0,0,33.5,21.2,30.7,1016.4,93.8,14.6,91.5,7.9,4,10,2025-06-12T05:14:58,2025-06-12T20:26:22,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-13,21.8,17.4,19.5,21.8,17.4,19.5,15.3,76.5,1.276,100,29.17,rain,0,0,25.6,17.7,52,1015.4,98.5,11.1,24.8,2,1,10,2025-06-13T05:14:54,2025-06-13T20:26:49,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-14,23.8,16.9,19.2,23.8,16.9,19.2,14.2,73.2,0,0,0,,0,0,30.6,22.1,48.2,1016.3,78.5,14.3,41.9,3.6,2,10,2025-06-14T05:14:53,2025-06-14T20:27:15,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-15,27,15.3,21.2,27.2,15.3,21.2,13,60.8,0,0,0,,0,0,31.7,22.4,52.3,1018.1,71.1,16,122.5,10.5,7,10,2025-06-15T05:14:54,2025-06-15T20:27:38,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-16,29.6,17.6,23.9,29.2,17.6,23.8,14.1,56.3,0,0,0,,0,0,35.9,20,110.9,1014,70.1,16,117.7,10.2,8,10,2025-06-16T05:14:57,2025-06-16T20:28:00,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-17,33.1,22.6,28,34.2,22.6,28.8,18.7,59.2,0,0,0,,0,0,43,28.2,217.8,1008,71.6,15.9,143,12.4,8,30,2025-06-17T05:15:02,2025-06-17T20:28:20,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-18,27.6,19.9,22.7,29.3,19.9,23,19.8,83.7,41.403,100,62.5,rain,0,0,52.6,20.9,272.8,1006.6,93.9,12,48.8,4.1,3,10,2025-06-18T05:15:09,2025-06-18T20:28:38,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-19,28.3,18.9,23.7,28.7,18.9,23.8,16.7,67.3,13.162,100,16.67,rain,0,0,42.6,23.4,284.5,1010.7,74,14.9,73.2,6.3,5,30,2025-06-19T05:15:18,2025-06-19T20:28:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-20,29.9,21.5,25.3,30,21.5,25.6,17,60.8,0,0,0,,0,0,47.7,29.4,212.2,1012.9,58.4,16,37.8,3.2,3,15,2025-06-20T05:15:28,2025-06-20T20:29:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-21,34.9,25.2,30.1,39.9,25.2,33,21.5,60.9,0,0,0,,0,0,67.7,45.9,211.4,1009.7,33.1,16,136.8,11.9,8,75,2025-06-21T05:15:41,2025-06-21T20:29:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-22,34.9,26.7,30.8,39.2,28.8,34.4,22.2,61.3,0,0,0,,0,0,54.5,36.3,214.7,1014.2,17.8,16,115.2,9.9,7,60,2025-06-22T05:15:56,2025-06-22T20:29:31,0.9,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-23,34.8,26.2,30.9,38.1,26.2,33.6,21.3,57.5,0,0,0,,0,0,51.6,31.5,218.8,1017,24.8,16,137.6,12,8,30,2025-06-23T05:16:12,2025-06-23T20:29:39,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-24,34.1,24.4,29.1,37.7,24.4,31.2,20.5,60.6,0.946,100,12.5,rain,0,0,47.9,25.2,217.3,1019.4,78.2,16,84.4,7.3,5,30,2025-06-24T05:16:30,2025-06-24T20:29:45,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-25,30.8,22.1,25.5,34.2,22.1,26.3,21.2,78.1,10.812,100,29.17,rain,0,0,26.6,17.8,75.1,1018.9,83.6,14.6,53.9,4.5,4,10,2025-06-25T05:16:51,2025-06-25T20:29:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-26,34.8,25.4,29.9,38.6,25.4,32.3,21.6,62.4,0.028,100,8.33,rain,0,0,37.1,21.4,225.3,1013.5,46.4,16,105.7,9.1,6,60,2025-06-26T05:17:13,2025-06-26T20:29:51,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-27,31.4,25.2,28.5,33.5,25.2,30,20.1,61.2,0.014,100,4.17,rain,0,0,50.4,29,246.2,1011.6,54.5,16,95.5,8.4,7,60,2025-06-27T05:17:36,2025-06-27T20:29:51,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-06-28,29.6,21.3,25.1,30.6,21.3,25.5,17.7,63.9,0,0,0,,0,0,23.8,17.4,84.3,1015.4,33.6,16,140.5,12.1,9,10,2025-06-28T05:18:02,2025-06-28T20:29:49,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-29,33.2,23.9,28.4,35.2,23.9,30,20.1,61.6,1.222,100,8.33,rain,0,0,94.7,24.6,168.1,1013,55.1,16,95.8,8.1,7,30,2025-06-29T05:18:29,2025-06-29T20:29:45,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-06-30,32.7,23.7,28.1,33.7,23.7,28.8,19.4,61.4,0,0,0,,0,0,34.6,23.9,287.6,1010.1,82.2,16,85.4,7.5,6,30,2025-06-30T05:18:58,2025-06-30T20:29:38,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-07-01,31,22,26.6,30.3,22,26.6,15.9,53.1,0,0,0,,0,0,33.5,19.9,337.3,1012.5,30.8,16,122.9,10.6,7,10,2025-07-01T05:19:28,2025-07-01T20:29:30,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-02,32.3,21.6,27.7,31.3,21.6,27.4,15.2,48.4,0,0,0,,0,0,42.5,22,268.8,1013.7,57.1,16,112.9,9.8,5,10,2025-07-02T05:20:00,2025-07-02T20:29:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-07-03,32.7,22.7,28.4,33.4,22.7,28.7,17.2,51.9,0,0,0,,0,0,22,18.9,265,1014.4,30.7,16,91.4,8,6,30,2025-07-03T05:20:33,2025-07-03T20:29:06,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
